0.5	4.249422073364254e-09	1.1581377018331361e-05	6.823835656488485e-15	8.429369702178806e-16
0.501	4.245156097412105e-09	1.1604539772368023e-05	8.188602787786183e-15	8.429369702178806e-16
0.502	4.240902328491207e-09	1.1627702526404686e-05	9.55336991908388e-15	8.429369702178806e-16
0.503	4.236661529541012e-09	1.165086528044135e-05	1.0235753484732728e-14	8.429369702178806e-16
0.504	4.232433319091792e-09	1.1674028034478012e-05	1.1600520616030425e-14	8.429369702178806e-16
0.505	4.228218078613278e-09	1.1697190788514675e-05	1.433005487862582e-14	8.429369702178806e-16
0.506	4.224015235900875e-09	1.1720353542551337e-05	1.5012438444274667e-14	0.0
0.507	4.219824600219723e-09	1.1743516296588e-05	1.7059589141221214e-14	8.429369702178806e-16
0.508	4.215646743774409e-09	1.1766679050624663e-05	1.9789123403816607e-14	0.0
0.509	4.211481094360349e-09	1.1789841804661326e-05	2.320104123206085e-14	8.429369702178806e-16
0.51	4.207328033447263e-09	1.1813004558697988e-05	2.6612959060305094e-14	8.429369702178806e-16
0.511	4.203186035156247e-09	1.183616731273465e-05	3.0024876888549334e-14	8.429369702178806e-16
0.512	4.19905796051025e-09	1.1859330066771315e-05	3.4801561848091274e-14	8.429369702178806e-16
0.513	4.19494132995605e-09	1.1882492820807977e-05	3.821347967633552e-14	8.429369702178806e-16
0.514	4.1908365249633754e-09	1.190565557484464e-05	4.503731533282401e-14	0.0
0.515	4.18674392700195e-09	1.1928818328881302e-05	5.117876742366364e-14	-8.429369702178806e-16
0.516	4.1826629638671836e-09	1.1951981082917964e-05	5.868498664580097e-14	8.429369702178806e-16
0.517	4.178594207763668e-09	1.1975143836954628e-05	6.687358943358716e-14	0.0
0.518	4.174537277221677e-09	1.199830659099129e-05	7.642695935267104e-14	8.429369702178806e-16
0.519	4.17049179077148e-09	1.2021469345027953e-05	8.802747996870146e-14	8.429369702178806e-16
0.52	4.166458129882808e-09	1.2044632099064615e-05	1.0031038415038074e-13	8.429369702178806e-16
0.521	4.162436485290524e-09	1.2067794853101278e-05	1.1395805546335771e-13	8.429369702178806e-16
0.522	4.158426094055172e-09	1.2090957607137942e-05	1.3033526103893006e-13	0.0
0.523	4.1544273376464795e-09	1.2114120361174604e-05	1.4875961731144898e-13	8.429369702178806e-16
0.524	4.1504402160644485e-09	1.2137283115211267e-05	1.6854874071526558e-13	-8.429369702178806e-16
0.525	4.146464538574215e-09	1.2160445869247929e-05	1.93796932644273e-13	0.0
0.526	4.1424999237060506e-09	1.2183608623284593e-05	2.204098917045781e-13	0.0
0.527	4.138546943664546e-09	1.2206771377321255e-05	2.5248191929007396e-13	8.429369702178806e-16
0.528	4.134605026245114e-09	1.2229934131357918e-05	2.8728348113816523e-13	8.429369702178806e-16
0.529	4.130674552917477e-09	1.225309688539458e-05	3.275441115114473e-13	8.429369702178806e-16
0.53	4.126755142211909e-09	1.2276259639431243e-05	3.7326381040992017e-13	8.429369702178806e-16
0.531	4.1228466033935505e-09	1.2299422393467907e-05	4.2376019426793493e-13	0.0
0.532	4.1189495086669875e-09	1.2322585147504569e-05	4.838099480450337e-13	8.429369702178806e-16
